da1acc19fb9c0c7fdf40154c3f2fdea30ba615309a00c5be246217532ea3f3a7, "9c4a58c196a2e2309a43e5a67cb9473a4f9d82e3a805423c2b8dfc565133005d", 01/01/05, 1
8c48e70b69579c5511bb7a5e9fc4d42e18b1c8951e3e1e90ba570778c82d21cd, "bdd31a75e76f357222f1ce7aca131de7e0fcc2525df39038af49ca1ef2087b7a", 01/01/05, 5
b533f29c1beb2744425ff6b8f571d00345a52a08fba23da72c407dab4674a01d, "7418f9424f2e5c3d2c79ed8cbedc8f18913143e3c7a73aca35876b857b588388", 01/01/08, 5
ca5c7eb6355f6e043e282f1d39476ff75827be4780db20ec1e6f3f1413a06355, "f11d9fb571464729d6e39fc4c7c478b23945e4dde55188acb97f35cbb5659b0c", 01/01/08, 5
479041da604ef0d65b97e3b44d4e7c5649340ef5b9cafa4a60cb9f9b1d0ed6a0, "9651b934a1dd9d13b30721c2ddbf3334e71b436921d8271d0cf1dd537b413eaf", 01/01/10, 5
9a8844a87d5f12a4fdafefab1dd12dff744f31a34ccbee037e61b2ec2dde2c2b, "6cb1778e2f2b579ec1324ecc4137c47cac29ba518abb783d748f203042e7cb51", 01/01/11, 2
6f7bc92580b65e15ca0b16f3e96d5559bd8c7ce4c423fe6ae8f9515f9f89fa17, "7dc8892b7cff29c459a7f8ee00e58f0ca30e3da69b9bb47919aefb101454300a", 01/01/15, 4
c2c869c7bcb80f60f81bdcc78cacaac50a3cb24507251b6dba653390665ad73d, "7597d4b820f2a04029bd682099fbd87a5157c8285524cb542a16f7275db775c8", 01/01/16, 4
32c669ba569a950d780bc9b914eb3e6c7ee0dc85d6f3c37857638e4c1880f7c2, "e8fdbb3f14cea79e7b34e9003e9643e2cd8f59247f2861cca295f4f11a30b70f", 01/02/01, 3
2c0cf6d4c05f2ab49c91163e69e08fdbf38a4fc73e42200a9e70f72c07e9517a, "78b5a27d337909ab55fd9c649383915e4e3745a0bb1f3a465a4721fb216106e5", 01/02/03, 1
3508d0d63ff2aa2b6497aed22035d24f95b17b2b1c755743b90ad59a5ee94ec6, "b046039c1d82250752835583de521777fc8ec922b4890e9cacf40ccd00cb0b54", 01/02/04, 4
e9ca0dd966d2142fadc8b487101a97af4ad7aeec8a8d6ac2c44a8577494e1e6b, "d11de9b3fcb983e6a19f730777715444040770d5ea6bd2c02f1491b1b7c7ed0a", 01/02/05, 4
48e9f1149fbe61d940135c084297bf87276e3d1fff2a95518b4bf2f891ae925f, "7dc8892b7cff29c459a7f8ee00e58f0ca30e3da69b9bb47919aefb101454300a", 01/02/11, 3
46ad039338f70d15a41c7dff0a3494993a8a0bf95e8083394423532ebc9b4074, "10a7072d74568e1422d7eb1ed22e35267f8bfd08d6c31ac80ee267799cc2bdec", 01/02/12, 5
